"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1VAMN0009","2011-02-03","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-04","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-05","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    5",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-02-06","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-07","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-08","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-09","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-10","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    3",",,N","    5",",,N","    5",",,N",,,,,,,,
"US1VAMN0009","2011-02-11","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-12","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-13","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-14","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-15","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-16","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-17","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-18","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-19","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-20","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-21","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-22","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    8",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-02-23","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0","T,,N",,,,,,,,,,,,
"US1VAMN0009","2011-02-24","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-02-25","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  330",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-02-26","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0","T,,N",,,,,,,,,,,,
"US1VAMN0009","2011-02-28","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    8",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-01","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  269",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-02","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-03","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-04","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-05","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0","T,,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-06","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  318",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-07","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  229",",,N","    0","T,,N",,,,,,,,,,
"US1VAMN0009","2011-03-08","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-09","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   46",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-10","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  254",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-11","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  102",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-12","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-13","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-14","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-15","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    8",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-16","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   66",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-18","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-19","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   58",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-20","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-21","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-22","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-23","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-24","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  122",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-25","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    5",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-26","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-27","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   46",",,N","    0","T,,N",,,,,,,,,,
"US1VAMN0009","2011-03-28","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0","T,,N","    0","T,,N",,,,,,,,,,
"US1VAMN0009","2011-03-29","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-03-30","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   51",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-03-31","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   56",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-01","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   28",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-02","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   18",",,N","    0","T,,N",,,,,,,,,,
"US1VAMN0009","2011-04-03","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    8",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-04","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-05","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  272",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-06","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   10",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-07","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-08","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-09","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  132",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-10","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  145",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-11","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-12","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  157",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-13","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   94",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-14","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-15","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-20","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US",,,,,,,"    5",",,N","  300",",,N",,,,
"US1VAMN0009","2011-04-21","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-22","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    8",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-23","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   76",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-24","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-25","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-26","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-27","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    5",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-28","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  312",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-04-29","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-04-30","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-01","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-02","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   13",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-03","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-04","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  221",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-05","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   20",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-06","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-07","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-08","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  173",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-09","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-10","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-11","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  170",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-12","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    5",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-13","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  119",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-14","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  107",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-15","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  246",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-16","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   30",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-17","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   30",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-18","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  160",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-19","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   10",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-20","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-21","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-22","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-23","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  711",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-24","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-25","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   46",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-26","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-27","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  445",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-28","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   10",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-05-29","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-30","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-05-31","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-01","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-02","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-03","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-05","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US",,,,,,,"    2",",,N","   41",",,N",,,,
"US1VAMN0009","2011-06-06","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-07","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-08","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-09","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-10","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   86",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-11","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-12","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-13","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   51",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-14","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-15","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-16","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0","T,,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-17","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-18","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-19","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  254",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-20","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   10",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-21","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-22","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   84",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-23","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-24","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   33",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-25","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-26","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-06-27","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    3",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-28","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   23",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-29","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    5",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-06-30","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-01","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-02","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-03","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-04","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-05","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  452",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-06","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   15",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-07","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-08","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   20",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-09","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  323",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-10","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-11","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-12","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-14","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    3",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-15","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-16","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-17","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-18","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-19","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-20","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   20",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-21","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","  165",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-22","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-24","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-25","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   38",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-26","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   13",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-07-27","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-28","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-29","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-30","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-07-31","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   10",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-01","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   15",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-02","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-03","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-04","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0","T,,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-05","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-06","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-07","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   18",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-08","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-09","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-10","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-11","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-12","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-13","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   18",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-14","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   30",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-15","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    5",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-16","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    3",",,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-17","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1VAMN0009","2011-08-18","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","    0","T,,N",,,,,,,,,,,,
"US1VAMN0009","2011-08-19","37.224713","-80.518728","575.5","BLACKSBURG 5.0 W, VA US","   38",",,N",,,,,,,,,,,,
